SurveyID,MEPSID,ServiceID,SurveyReturnedYear,SurveyReturnedMonth,CompletedSurvey,TotalSurvey
16,47,2,2013,1,32,53
16,47,3,2013,1,37,79
16,47,4,2013,1,4,49
16,48,1,2013,1,0,142
16,48,2,2013,1,0,143
16,48,3,2013,1,82,90
16,48,4,2013,1,8,81
16,49,1,2013,1,19,33
16,49,2,2013,1,14,44
16,49,3,2013,1,0,20
16,49,4,2013,1,24,40
16,50,1,2013,1,1,67
16,50,2,2013,1,51,56
16,50,3,2013,1,0,50
16,50,4,2013,1,26,50
16,54,1,2013,1,8,129
16,54,2,2013,1,63,89
16,54,3,2013,1,5,92
16,54,4,2013,1,25,65
16,56,1,2013,1,0,108
16,56,2,2013,1,56,68
16,56,3,2013,1,69,71
16,56,4,2013,1,10,55
16,57,1,2013,1,89,104
16,57,2,2013,1,78,85
16,57,3,2013,1,20,36
16,57,4,2013,1,10,70
16,58,1,2013,1,21,34
16,58,2,2013,1,17,37
16,58,3,2013,1,0,35
16,58,4,2013,1,16,27
16,59,1,2013,1,11,49
16,59,2,2013,1,40,70
16,59,3,2013,1,49,56
16,59,4,2013,1,21,42
16,60,1,2013,1,1,17
16,60,2,2013,1,9,15
16,60,3,2013,1,14,16
16,60,4,2013,1,10,13
16,61,1,2013,1,19,99
16,61,2,2013,1,19,58
16,61,3,2013,1,46,64
16,61,4,2013,1,0,53
16,62,1,2013,1,71,86
16,62,2,2013,1,57,81
16,62,3,2013,1,18,51
16,62,4,2013,1,31,43
16,63,1,2013,1,0,28
16,63,2,2013,1,30,34
16,63,3,2013,1,26,40
16,63,4,2013,1,18,28
16,64,1,2013,1,11,17
16,64,2,2013,1,22,25
16,64,3,2013,1,23,28
16,64,4,2013,1,20,26
16,65,1,2013,1,13,22
16,65,2,2013,1,1,8
16,65,3,2013,1,20,21
16,65,4,2013,1,30,30
16,66,1,2013,1,34,106
16,66,2,2013,1,71,79
16,66,3,2013,1,0,60
16,66,4,2013,1,17,72
16,67,1,2013,1,52,86
16,67,2,2013,1,110,171
16,67,3,2013,1,56,88
16,67,4,2013,1,33,40
16,70,1,2013,1,0,16
16,70,2,2013,1,37,39
16,70,3,2013,1,0,7
16,70,4,2013,1,3,7
16,71,1,2013,1,18,23
16,71,2,2013,1,6,7
16,71,3,2013,1,10,11
16,71,4,2013,1,20,21
16,72,1,2013,1,29,195
16,72,2,2013,1,33,64
16,72,3,2013,1,59,69
16,72,4,2013,1,45,57
16,73,1,2013,1,0,27
16,73,2,2013,1,3,18
16,73,3,2013,1,2,25
16,73,4,2013,1,10,19
16,74,1,2013,1,0,274
16,74,2,2013,1,6,127
16,74,3,2013,1,13,157
16,74,4,2013,1,39,80
16,75,1,2013,1,0,77
16,75,2,2013,1,9,83
16,75,3,2013,1,1,73
16,75,4,2013,1,32,45
16,76,1,2013,1,64,165
16,76,2,2013,1,66,95
16,76,3,2013,1,57,70
16,76,4,2013,1,49,65
16,77,1,2013,1,71,89
16,77,2,2013,1,64,71
16,77,3,2013,1,20,59
16,77,4,2013,1,0,39
16,78,1,2013,1,25,59
16,78,2,2013,1,19,28
16,78,3,2013,1,23,40
16,78,4,2013,1,8,47
16,79,1,2013,1,0,62
16,79,2,2013,1,24,71
16,79,3,2013,1,26,37
16,79,4,2013,1,13,30
16,80,1,2013,1,16,22
16,80,2,2013,1,27,31
16,80,3,2013,1,16,16
16,80,4,2013,1,20,23
16,81,1,2013,1,7,21
16,81,2,2013,1,0,8
16,81,3,2013,1,0,8
16,81,4,2013,1,0,10
16,1,1,2013,2,12,39
16,1,2,2013,2,30,33
16,1,3,2013,2,35,42
16,1,4,2013,2,18,21
16,2,1,2013,2,34,122
16,2,2,2013,2,41,81
16,2,3,2013,2,87,101
16,2,4,2013,2,1,68
16,3,1,2013,2,47,55
16,3,2,2013,2,42,50
16,3,3,2013,2,21,63
16,3,4,2013,2,2,14
16,4,1,2013,2,29,37
16,4,2,2013,2,6,22
16,4,3,2013,2,8,20
16,4,4,2013,2,9,12
16,5,1,2013,2,79,180
16,5,2,2013,2,3,156
16,5,3,2013,2,14,118
16,5,4,2013,2,0,46
16,6,1,2013,2,0,71
16,6,2,2013,2,34,43
16,6,3,2013,2,14,55
16,6,4,2013,2,5,62
16,10,1,2013,2,73,99
16,10,2,2013,2,40,73
16,10,3,2013,2,0,46
16,10,4,2013,2,14,28
16,11,1,2013,2,25,30
16,11,2,2013,2,18,35
16,11,3,2013,2,26,37
16,11,4,2013,2,21,39
16,12,1,2013,2,18,48
16,12,2,2013,2,30,31
16,12,3,2013,2,19,25
16,12,4,2013,2,20,22
16,13,1,2013,2,8,43
16,13,2,2013,2,29,43
16,13,3,2013,2,1,50
16,13,4,2013,2,34,49
16,14,1,2013,2,7,52
16,14,2,2013,2,40,48
16,14,3,2013,2,15,22
16,14,4,2013,2,19,20
16,17,1,2013,2,57,180
16,17,2,2013,2,55,88
16,17,3,2013,2,34,67
16,17,4,2013,2,89,90
16,20,1,2013,2,10,130
16,20,2,2013,2,48,123
16,20,3,2013,2,8,66
16,20,4,2013,2,55,64
16,21,1,2013,2,12,31
16,21,2,2013,2,16,18
16,21,3,2013,2,4,20
16,21,4,2013,2,17,31
16,22,1,2013,2,24,41
16,22,2,2013,2,42,52
16,22,3,2013,2,36,38
16,22,4,2013,2,28,31
16,23,1,2013,2,25,78
16,23,2,2013,2,60,70
16,23,3,2013,2,66,70
16,23,4,2013,2,6,35
16,24,1,2013,2,14,119
16,24,2,2013,2,59,78
16,24,3,2013,2,42,49
16,24,4,2013,2,43,56
16,25,1,2013,2,69,135
16,25,2,2013,2,118,145
16,25,3,2013,2,53,58
16,25,4,2013,2,91,97
16,26,1,2013,2,18,61
16,26,2,2013,2,44,44
16,26,3,2013,2,25,28
16,26,4,2013,2,9,32
16,27,1,2013,2,18,32
16,27,2,2013,2,40,44
16,27,3,2013,2,35,36
16,27,4,2013,2,11,37
16,28,1,2013,2,57,118
16,28,2,2013,2,42,47
16,28,3,2013,2,42,45
16,28,4,2013,2,45,77
16,29,1,2013,2,12,79
16,29,2,2013,2,62,65
16,29,3,2013,2,36,38
16,29,4,2013,2,31,44
16,30,1,2013,2,8,49
16,30,2,2013,2,4,16
16,30,3,2013,2,8,13
16,30,4,2013,2,8,8
16,31,1,2013,2,96,138
16,31,2,2013,2,55,75
16,31,3,2013,2,53,56
16,31,4,2013,2,37,44
16,32,1,2013,2,15,119
16,32,2,2013,2,73,125
16,32,3,2013,2,14,59
16,32,4,2013,2,15,45
16,36,1,2013,2,21,23
16,36,2,2013,2,11,19
16,36,3,2013,2,13,13
16,36,4,2013,2,10,14
16,37,1,2013,2,11,18
16,37,2,2013,2,4,14
16,37,3,2013,2,14,14
16,37,4,2013,2,7,7
16,38,1,2013,2,108,120
16,38,2,2013,2,94,104
16,38,3,2013,2,35,90
16,38,4,2013,2,73,80
16,39,1,2013,2,49,65
16,39,2,2013,2,34,84
16,39,3,2013,2,46,59
16,39,4,2013,2,40,63
16,40,1,2013,2,9,27
16,40,2,2013,2,19,25
16,40,3,2013,2,11,14
16,40,4,2013,2,12,23
16,41,1,2013,2,69,140
16,41,2,2013,2,104,123
16,41,3,2013,2,74,88
16,41,4,2013,2,0,50
16,42,1,2013,2,32,34
16,42,2,2013,2,8,12
16,42,3,2013,2,6,9
16,42,4,2013,2,10,16
16,43,1,2013,2,22,61
16,43,2,2013,2,47,54
16,43,3,2013,2,39,45
16,43,4,2013,2,35,45
16,44,1,2013,2,32,41
16,44,2,2013,2,18,24
16,44,3,2013,2,15,19
16,44,4,2013,2,20,22
16,45,1,2013,2,0,44
16,45,2,2013,2,30,39
16,45,3,2013,2,17,23
16,45,4,2013,2,13,15
16,46,1,2013,2,25,64
16,46,2,2013,2,25,69
16,46,3,2013,2,5,35
16,46,4,2013,2,24,29
16,47,1,2013,2,23,70
16,47,2,2013,2,33,53
16,47,3,2013,2,40,46
16,47,4,2013,2,7,45
16,48,1,2013,2,93,117
16,48,2,2013,2,0,126
16,48,3,2013,2,29,82
16,48,4,2013,2,64,82
16,49,1,2013,2,11,37
16,49,2,2013,2,10,47
16,49,3,2013,2,0,23
16,49,4,2013,2,28,25
16,50,1,2013,2,0,52
16,50,2,2013,2,49,55
16,50,3,2013,2,22,59
16,50,4,2013,2,31,41
16,54,1,2013,2,24,111
16,54,2,2013,2,63,80
16,54,3,2013,2,61,64
16,54,4,2013,2,18,55
16,56,1,2013,2,0,80
16,56,2,2013,2,45,60
16,56,3,2013,2,54,56
16,56,4,2013,2,8,38
16,57,1,2013,2,74,82
16,57,2,2013,2,52,56
16,57,3,2013,2,34,42
16,57,4,2013,2,8,61
16,58,1,2013,2,28,37
16,58,2,2013,2,19,38
16,58,3,2013,2,7,27
16,58,4,2013,2,17,27
16,59,1,2013,2,24,58
16,59,2,2013,2,62,65
16,59,3,2013,2,49,59
16,59,4,2013,2,21,32
16,60,1,2013,2,0,11
16,60,2,2013,2,14,14
16,60,3,2013,2,15,17
16,60,4,2013,2,11,12
16,61,1,2013,2,0,91
16,61,2,2013,2,55,62
16,61,3,2013,2,56,65
16,61,4,2013,2,39,51
16,62,1,2013,2,62,73
16,62,2,2013,2,40,57
16,62,3,2013,2,36,63
16,62,4,2013,2,44,60
16,63,1,2013,2,12,18
16,63,2,2013,2,25,30
16,63,3,2013,2,37,42
16,63,4,2013,2,20,21
16,64,1,2013,2,12,21
16,64,2,2013,2,25,25
16,64,3,2013,2,18,20
16,64,4,2013,2,11,16
16,65,1,2013,2,7,12
16,65,2,2013,2,2,15
16,65,3,2013,2,10,11
16,65,4,2013,2,4,4
16,66,1,2013,2,43,82
16,66,2,2013,2,88,92
16,66,3,2013,2,1,47
16,66,4,2013,2,34,58
16,67,1,2013,2,50,89
16,67,2,2013,2,152,178
16,67,3,2013,2,54,65
16,67,4,2013,2,27,43
16,70,1,2013,2,1,16
16,70,2,2013,2,31,40
16,70,3,2013,2,0,12
16,70,4,2013,2,3,7
16,71,1,2013,2,15,17
16,71,2,2013,2,8,14
16,71,3,2013,2,9,10
16,71,4,2013,2,18,22
16,72,1,2013,2,55,182
16,72,2,2013,2,72,79
16,72,3,2013,2,48,72
16,72,4,2013,2,54,70
16,73,1,2013,2,14,49
16,73,2,2013,2,2,20
16,73,3,2013,2,0,23
16,73,4,2013,2,18,18
16,74,1,2013,2,0,223
16,74,2,2013,2,18,150
16,74,3,2013,2,5,145
16,74,4,2013,2,49,63
16,75,1,2013,2,6,73
16,75,2,2013,2,0,106
16,75,3,2013,2,1,61
16,75,4,2013,2,55,65
16,76,1,2013,2,71,129
16,76,2,2013,2,77,100
16,76,3,2013,2,15,55
16,76,4,2013,2,0,63
16,77,1,2013,2,57,64
16,77,2,2013,2,63,66
16,77,3,2013,2,39,43
16,77,4,2013,2,3,34
16,78,1,2013,2,21,42
16,78,2,2013,2,14,23
16,78,3,2013,2,18,25
16,78,4,2013,2,17,46
16,79,1,2013,2,0,49
16,79,2,2013,2,11,61
16,79,3,2013,2,20,45
16,79,4,2013,2,31,36
16,80,1,2013,2,26,26
16,80,2,2013,2,21,26
16,80,3,2013,2,21,22
16,80,4,2013,2,15,15
16,81,1,2013,2,2,14
16,81,2,2013,2,0,11
16,81,3,2013,2,0,8
16,81,4,2013,2,0,13
16,1,1,2013,3,11,50
16,1,2,2013,3,32,37
16,1,3,2013,3,23,56
16,1,4,2013,3,19,23
16,2,1,2013,3,20,141
16,2,2,2013,3,27,86
16,2,3,2013,3,56,104
16,2,4,2013,3,0,95
16,3,1,2013,3,57,68
16,3,2,2013,3,49,55
16,3,3,2013,3,36,62
16,3,4,2013,3,16,18
16,4,1,2013,3,18,34
16,4,2,2013,3,12,24
16,4,3,2013,3,7,27
16,4,4,2013,3,7,16
16,5,1,2013,3,81,233
16,5,2,2013,3,0,186
16,5,3,2013,3,8,120
16,5,4,2013,3,0,43
16,6,1,2013,3,0,75
16,6,2,2013,3,41,54
16,6,3,2013,3,0,53
16,6,4,2013,3,0,60
16,10,1,2013,3,41,122
16,10,2,2013,3,68,75
16,10,3,2013,3,0,44
16,10,4,2013,3,46,48
16,11,1,2013,3,36,62
16,11,2,2013,3,29,57
16,11,3,2013,3,17,39
16,11,4,2013,3,34,52
16,12,1,2013,3,20,62
16,12,2,2013,3,27,27
16,12,3,2013,3,7,24
16,12,4,2013,3,11,13
16,13,1,2013,3,12,72
16,13,2,2013,3,50,52
16,13,3,2013,3,1,69
16,13,4,2013,3,23,26
16,14,1,2013,3,8,61
16,14,2,2013,3,46,46
16,14,3,2013,3,20,28
16,14,4,2013,3,23,25
16,17,1,2013,3,78,214
16,17,2,2013,3,60,93
16,17,3,2013,3,44,83
16,17,4,2013,3,59,65
16,20,1,2013,3,1,205
16,20,2,2013,3,63,121
16,20,3,2013,3,1,90
16,20,4,2013,3,48,64
16,21,1,2013,3,0,51
16,21,2,2013,3,17,23
16,21,3,2013,3,3,19
16,21,4,2013,3,12,14
16,22,1,2013,3,25,91
16,22,2,2013,3,49,66
16,22,3,2013,3,55,63
16,22,4,2013,3,34,35
16,23,1,2013,3,19,118
16,23,2,2013,3,48,81
16,23,3,2013,3,57,72
16,23,4,2013,3,0,39
16,24,1,2013,3,21,134
16,24,2,2013,3,59,63
16,24,3,2013,3,17,33
16,24,4,2013,3,40,53
16,25,1,2013,3,93,192
16,25,2,2013,3,139,161
16,25,3,2013,3,50,57
16,25,4,2013,3,39,71
16,26,1,2013,3,24,60
16,26,2,2013,3,41,43
16,26,3,2013,3,29,33
16,26,4,2013,3,0,33
16,27,1,2013,3,44,65
16,27,2,2013,3,43,44
16,27,3,2013,3,14,32
16,27,4,2013,3,1,23
16,28,1,2013,3,41,154
16,28,2,2013,3,54,61
16,28,3,2013,3,1,46
16,28,4,2013,3,30,43
16,29,1,2013,3,7,88
16,29,2,2013,3,43,49
16,29,3,2013,3,40,42
16,29,4,2013,3,19,31
16,30,1,2013,3,0,66
16,30,2,2013,3,1,13
16,30,3,2013,3,5,8
16,30,4,2013,3,8,11
16,31,1,2013,3,10,169
16,31,2,2013,3,47,69
16,31,3,2013,3,31,37
16,31,4,2013,3,25,46
16,32,1,2013,3,3,191
16,32,2,2013,3,97,106
16,32,3,2013,3,4,55
16,32,4,2013,3,5,43
16,36,1,2013,3,16,30
16,36,2,2013,3,12,22
16,36,3,2013,3,15,15
16,36,4,2013,3,8,13
16,37,1,2013,3,12,21
16,37,2,2013,3,5,19
16,37,3,2013,3,19,19
16,37,4,2013,3,9,10
16,38,1,2013,3,97,167
16,38,2,2013,3,108,123
16,38,3,2013,3,32,81
16,38,4,2013,3,54,78
16,39,1,2013,3,67,113
16,39,2,2013,3,36,74
16,39,3,2013,3,57,69
16,39,4,2013,3,5,51
16,40,1,2013,3,0,38
16,40,2,2013,3,19,26
16,40,3,2013,3,14,15
16,40,4,2013,3,7,17
16,41,1,2013,3,93,142
16,41,2,2013,3,50,120
16,41,3,2013,3,72,88
16,41,4,2013,3,0,63
16,42,1,2013,3,21,35
16,42,2,2013,3,23,24
16,42,3,2013,3,0,9
16,42,4,2013,3,15,15
16,43,1,2013,3,33,91
16,43,2,2013,3,54,57
16,43,3,2013,3,67,71
16,43,4,2013,3,54,60
16,44,1,2013,3,23,51
16,44,2,2013,3,21,24
16,44,3,2013,3,18,21
16,44,4,2013,3,24,34
16,45,1,2013,3,34,59
16,45,2,2013,3,24,32
16,45,3,2013,3,4,19
16,45,4,2013,3,17,17
16,46,1,2013,3,2,81
16,46,2,2013,3,49,96
16,46,3,2013,3,0,34
16,46,4,2013,3,9,27
16,47,1,2013,3,14,79
16,47,2,2013,3,33,60
16,47,3,2013,3,44,48
16,47,4,2013,3,5,43
16,48,1,2013,3,101,137
16,48,2,2013,3,0,132
16,48,3,2013,3,69,90
16,48,4,2013,3,65,74
16,49,1,2013,3,11,44
16,49,2,2013,3,0,46
16,49,3,2013,3,0,22
16,49,4,2013,3,35,43
16,50,1,2013,3,0,72
16,50,2,2013,3,50,56
16,50,3,2013,3,47,63
16,50,4,2013,3,32,47
16,54,1,2013,3,4,130
16,54,2,2013,3,64,78
16,54,3,2013,3,64,71
16,54,4,2013,3,6,42
16,56,1,2013,3,0,95
16,56,2,2013,3,53,66
16,56,3,2013,3,51,55
16,56,4,2013,3,0,46
16,57,1,2013,3,67,99
16,57,2,2013,3,64,86
16,57,3,2013,3,21,40
16,57,4,2013,3,28,57
16,58,1,2013,3,11,30
16,58,2,2013,3,12,34
16,58,3,2013,3,4,36
16,58,4,2013,3,12,24
16,59,1,2013,3,3,66
16,59,2,2013,3,44,71
16,59,3,2013,3,63,66
16,59,4,2013,3,31,42
16,60,1,2013,3,1,15
16,60,2,2013,3,7,12
16,60,3,2013,3,19,19
16,60,4,2013,3,12,12
16,61,1,2013,3,0,97
16,61,2,2013,3,42,65
16,61,3,2013,3,21,53
16,61,4,2013,3,34,42
16,62,1,2013,3,90,96
16,62,2,2013,3,46,66
16,62,3,2013,3,33,56
16,62,4,2013,3,31,53
16,63,1,2013,3,15,28
16,63,2,2013,3,15,24
16,63,3,2013,3,12,22
16,63,4,2013,3,26,28
16,64,1,2013,3,25,30
16,64,2,2013,3,22,23
16,64,3,2013,3,14,21
16,64,4,2013,3,15,16
16,65,1,2013,3,16,27
16,65,2,2013,3,0,13
16,65,3,2013,3,13,17
16,65,4,2013,3,14,15
16,66,1,2013,3,66,98
16,66,2,2013,3,78,84
16,66,3,2013,3,2,55
16,66,4,2013,3,30,70
16,67,1,2013,3,19,130
16,67,2,2013,3,106,189
16,67,3,2013,3,46,71
16,67,4,2013,3,25,36
16,70,1,2013,3,5,29
16,70,2,2013,3,30,38
16,70,3,2013,3,0,17
16,70,4,2013,3,1,7
16,71,1,2013,3,12,15
16,71,2,2013,3,3,9
16,71,3,2013,3,13,14
16,71,4,2013,3,9,15
16,72,1,2013,3,99,213
16,72,2,2013,3,68,82
16,72,3,2013,3,28,75
16,72,4,2013,3,71,82
16,73,1,2013,3,20,27
16,73,2,2013,3,4,23
16,73,3,2013,3,2,23
16,73,4,2013,3,0,11
16,74,1,2013,3,0,345
16,74,2,2013,3,1,166
16,74,3,2013,3,0,141
16,74,4,2013,3,31,61
16,75,1,2013,3,11,99
16,75,2,2013,3,3,105
16,75,3,2013,3,0,69
16,75,4,2013,3,20,34
16,76,1,2013,3,69,161
16,76,2,2013,3,59,117
16,76,3,2013,3,0,75
16,76,4,2013,3,0,58
16,77,1,2013,3,62,90
16,77,2,2013,3,58,67
16,77,3,2013,3,42,44
16,77,4,2013,3,10,38
16,78,1,2013,3,21,64
16,78,2,2013,3,16,35
16,78,3,2013,3,18,33
16,78,4,2013,3,15,54
16,79,1,2013,3,0,87
16,79,2,2013,3,7,60
16,79,3,2013,3,0,58
16,79,4,2013,3,29,47
16,80,1,2013,3,22,32
16,80,2,2013,3,19,21
16,80,3,2013,3,20,22
16,80,4,2013,3,8,14
16,81,1,2013,3,2,19
16,81,2,2013,3,0,10
16,81,3,2013,3,0,9
16,81,4,2013,3,0,8
26,1,1,2013,4,8,34
26,1,2,2013,4,24,26
26,1,3,2013,4,46,53
26,1,4,2013,4,19,19
26,2,1,2013,4,0,135
26,2,2,2013,4,33,84
26,2,3,2013,4,68,99
26,2,4,2013,4,20,52
26,3,1,2013,4,44,51
26,3,2,2013,4,50,58
26,3,3,2013,4,41,55
26,3,4,2013,4,28,29
26,4,1,2013,4,19,24
26,4,2,2013,4,9,23
26,4,3,2013,4,1,26
26,4,4,2013,4,10,15
26,5,1,2013,4,102,195
26,5,2,2013,4,127,190
26,5,3,2013,4,0,128
26,5,4,2013,4,0,39
26,6,1,2013,4,0,70
26,6,2,2013,4,43,52
26,6,3,2013,4,0,49
26,6,4,2013,4,0,90
26,10,1,2013,4,43,103
26,10,2,2013,4,48,62
26,10,3,2013,4,0,55
26,10,4,2013,4,36,41
26,11,1,2013,4,30,39
26,11,2,2013,4,33,43
26,11,3,2013,4,27,37
26,11,4,2013,4,47,51
26,12,1,2013,4,27,51
26,12,2,2013,4,20,25
26,12,3,2013,4,21,26
26,12,4,2013,4,21,23
26,13,1,2013,4,6,67
26,13,2,2013,4,40,51
26,13,3,2013,4,4,71
26,13,4,2013,4,25,38
26,14,1,2013,4,0,61
26,14,2,2013,4,38,42
26,14,3,2013,4,14,26
26,14,4,2013,4,18,19
26,17,1,2013,4,84,205
26,17,2,2013,4,50,86
26,17,3,2013,4,46,83
26,17,4,2013,4,71,77
26,20,1,2013,4,1,180
26,20,2,2013,4,83,109
26,20,3,2013,4,0,87
26,20,4,2013,4,45,49
26,21,1,2013,4,0,37
26,21,2,2013,4,18,18
26,21,3,2013,4,11,20
26,21,4,2013,4,20,27
26,22,1,2013,4,9,73
26,22,2,2013,4,49,72
26,22,3,2013,4,33,45
26,22,4,2013,4,29,31
26,23,1,2013,4,22,82
26,23,2,2013,4,66,74
26,23,3,2013,4,62,69
26,23,4,2013,4,16,42
26,24,1,2013,4,41,126
26,24,2,2013,4,47,50
26,24,3,2013,4,31,38
26,24,4,2013,4,27,37
26,25,1,2013,4,88,150
26,25,2,2013,4,136,163
26,25,3,2013,4,67,69
26,25,4,2013,4,60,64
26,26,1,2013,4,37,59
26,26,2,2013,4,43,48
26,26,3,2013,4,33,34
26,26,4,2013,4,33,40
26,27,1,2013,4,27,40
26,27,2,2013,4,45,47
26,27,3,2013,4,28,35
26,27,4,2013,4,0,29
26,28,1,2013,4,88,160
26,28,2,2013,4,42,44
26,28,3,2013,4,44,53
26,28,4,2013,4,17,65
26,29,1,2013,4,57,69
26,29,2,2013,4,54,56
26,29,3,2013,4,42,44
26,29,4,2013,4,22,28
26,30,1,2013,4,0,54
26,30,2,2013,4,3,20
26,30,3,2013,4,4,9
26,30,4,2013,4,5,9
26,31,1,2013,4,115,143
26,31,2,2013,4,39,50
26,31,3,2013,4,38,45
26,31,4,2013,4,29,38
26,32,1,2013,4,0,129
26,32,2,2013,4,118,134
26,32,3,2013,4,36,67
26,32,4,2013,4,25,42
26,36,1,2013,4,30,33
26,36,2,2013,4,16,21
26,36,3,2013,4,19,19
26,36,4,2013,4,10,14
26,37,1,2013,4,12,25
26,37,2,2013,4,0,17
26,37,3,2013,4,12,13
26,37,4,2013,4,10,12
26,38,1,2013,4,132,142
26,38,2,2013,4,123,147
26,38,3,2013,4,44,85
26,38,4,2013,4,69,94
26,39,1,2013,4,0,83
26,39,2,2013,4,37,79
26,39,3,2013,4,40,48
26,39,4,2013,4,7,52
26,40,1,2013,4,1,39
26,40,2,2013,4,27,28
26,40,3,2013,4,13,14
26,40,4,2013,4,4,19
26,41,1,2013,4,115,147
26,41,2,2013,4,112,122
26,41,3,2013,4,74,93
26,41,4,2013,4,0,58
26,42,1,2013,4,25,29
26,42,2,2013,4,19,24
26,42,3,2013,4,7,8
26,42,4,2013,4,25,25
26,43,1,2013,4,47,93
26,43,2,2013,4,51,54
26,43,3,2013,4,48,51
26,43,4,2013,4,62,66
26,44,1,2013,4,28,43
26,44,2,2013,4,20,28
26,44,3,2013,4,11,15
26,44,4,2013,4,8,10
26,45,1,2013,4,26,42
26,45,2,2013,4,21,30
26,45,3,2013,4,17,24
26,45,4,2013,4,25,25
26,46,1,2013,4,56,74
26,46,2,2013,4,40,86
26,46,3,2013,4,14,36
26,46,4,2013,4,27,28
26,47,1,2013,4,12,74
26,47,2,2013,4,31,45
26,47,3,2013,4,56,59
26,47,4,2013,4,14,36
26,48,1,2013,4,102,120
26,48,2,2013,4,19,150
26,48,3,2013,4,58,84
26,48,4,2013,4,72,90
26,49,1,2013,4,30,42
26,49,2,2013,4,9,43
26,49,3,2013,4,16,22
26,49,4,2013,4,24,27
26,50,1,2013,4,0,73
26,50,2,2013,4,58,63
26,50,3,2013,4,39,56
26,50,4,2013,4,16,39
26,54,1,2013,4,0,114
26,54,2,2013,4,71,90
26,54,3,2013,4,71,82
26,54,4,2013,4,16,60
26,56,1,2013,4,18,77
26,56,2,2013,4,56,65
26,56,3,2013,4,57,61
26,56,4,2013,4,0,55
26,57,1,2013,4,57,98
26,57,2,2013,4,71,76
26,57,3,2013,4,27,37
26,57,4,2013,4,48,60
26,58,1,2013,4,13,27
26,58,2,2013,4,0,32
26,58,3,2013,4,13,26
26,58,4,2013,4,13,18
26,59,1,2013,4,34,66
26,59,2,2013,4,69,82
26,59,3,2013,4,49,56
26,59,4,2013,4,24,35
26,60,1,2013,4,0,18
26,60,2,2013,4,13,15
26,60,3,2013,4,9,9
26,60,4,2013,4,22,22
26,61,1,2013,4,0,96
26,61,2,2013,4,48,54
26,61,3,2013,4,50,56
26,61,4,2013,4,45,35
26,62,1,2013,4,74,82
26,62,2,2013,4,58,76
26,62,3,2013,4,46,54
26,62,4,2013,4,23,45
26,63,1,2013,4,0,27
26,63,2,2013,4,22,33
26,63,3,2013,4,26,28
26,63,4,2013,4,18,19
26,64,1,2013,4,25,31
26,64,2,2013,4,25,25
26,64,3,2013,4,17,26
26,64,4,2013,4,20,24
26,65,1,2013,4,4,16
26,65,2,2013,4,10,12
26,65,3,2013,4,13,14
26,65,4,2013,4,9,10
26,66,1,2013,4,66,107
26,66,2,2013,4,82,89
26,66,3,2013,4,0,52
26,66,4,2013,4,34,59
26,67,1,2013,4,5,108
26,67,2,2013,4,185,230
26,67,3,2013,4,56,76
26,67,4,2013,4,39,47
26,70,1,2013,4,0,28
26,70,2,2013,4,37,41
26,70,3,2013,4,0,14
26,70,4,2013,4,4,8
26,71,1,2013,4,8,15
26,71,2,2013,4,9,11
26,71,3,2013,4,8,10
26,71,4,2013,4,23,25
26,72,1,2013,4,97,187
26,72,2,2013,4,82,84
26,72,3,2013,4,56,78
26,72,4,2013,4,59,73
26,73,1,2013,4,13,23
26,73,2,2013,4,2,19
26,73,3,2013,4,0,13
26,73,4,2013,4,13,15
26,74,1,2013,4,54,259
26,74,2,2013,4,50,181
26,74,3,2013,4,57,167
26,74,4,2013,4,35,66
26,75,1,2013,4,0,82
26,75,2,2013,4,4,101
26,75,3,2013,4,0,80
26,75,4,2013,4,41,47
26,76,1,2013,4,79,144
26,76,2,2013,4,54,97
26,76,3,2013,4,2,66
26,76,4,2013,4,0,60
26,77,1,2013,4,73,83
26,77,2,2013,4,61,71
26,77,3,2013,4,32,45
26,77,4,2013,4,5,56
26,78,1,2013,4,0,59
26,78,2,2013,4,10,27
26,78,3,2013,4,20,22
26,78,4,2013,4,22,55
26,79,1,2013,4,0,70
26,79,2,2013,4,27,61
26,79,3,2013,4,35,48
26,79,4,2013,4,30,35
26,80,1,2013,4,31,31
26,80,2,2013,4,18,22
26,80,3,2013,4,22,24
26,80,4,2013,4,21,21
26,81,1,2013,4,8,16
26,81,2,2013,4,3,11
26,81,3,2013,4,0,6
26,81,4,2013,4,0,7
26,1,1,2013,5,18,36
26,1,2,2013,5,28,32
26,1,3,2013,5,30,44
26,1,4,2013,5,19,21
26,2,1,2013,5,0,122
26,2,2,2013,5,36,89
26,2,3,2013,5,0,102
26,2,4,2013,5,18,53
26,3,1,2013,5,73,88
26,3,2,2013,5,47,58
26,3,3,2013,5,44,57
26,3,4,2013,5,30,30
26,4,1,2013,5,12,21
26,4,2,2013,5,9,24
26,4,3,2013,5,12,29
26,4,4,2013,5,10,12
26,5,1,2013,5,115,194
26,5,2,2013,5,132,172
26,5,3,2013,5,0,133
26,5,4,2013,5,0,45
26,6,1,2013,5,24,57
26,6,2,2013,5,52,58
26,6,3,2013,5,0,59
26,6,4,2013,5,1,60
26,10,1,2013,5,39,94
26,10,2,2013,5,43,53
26,10,3,2013,5,0,67
26,10,4,2013,5,29,34
26,11,1,2013,5,34,51
26,11,2,2013,5,34,47
26,11,3,2013,5,0,40
26,11,4,2013,5,23,36
26,12,1,2013,5,34,50
26,12,2,2013,5,40,42
